tau,CFC11,CFC12,CFC113,SF6,He4_ter,H3_tu
9983,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9982,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9981,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9980,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9979,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9978,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9977,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9976,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9975,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9974,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9973,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9972,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9971,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9970,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9969,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9968,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9967,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9966,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9965,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9964,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9963,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9962,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9961,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9960,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9959,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9958,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9957,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9956,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9955,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9954,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9953,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9952,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9951,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9950,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9949,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9948,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9947,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9946,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9945,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9944,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9943,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9942,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9941,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9940,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9939,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9938,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9937,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9936,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9935,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9934,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9933,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9932,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9931,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9930,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9929,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9928,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9927,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9926,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9925,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9924,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9923,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9922,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9921,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9920,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9919,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9918,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9917,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9916,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9915,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9914,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9913,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9912,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9911,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9910,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9909,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9908,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9907,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9906,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9905,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9904,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9903,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9902,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9901,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9900,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9899,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9898,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9897,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9896,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9895,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9894,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9893,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9892,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9891,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9890,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9889,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9888,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9887,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9886,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9885,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9884,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9883,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9882,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9881,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9880,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9879,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9878,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9877,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9876,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9875,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9874,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9873,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9872,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9871,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9870,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9869,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9868,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9867,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9866,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9865,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9864,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9863,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9862,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9861,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9860,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9859,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9858,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9857,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9856,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9855,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9854,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9853,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9852,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9851,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9850,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9849,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9848,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9847,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9846,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9845,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9844,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9843,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9842,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9841,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9840,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9839,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9838,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9837,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9836,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9835,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9834,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9833,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9832,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9831,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9830,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9829,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9828,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9827,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9826,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9825,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9824,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9823,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9822,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9821,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9820,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9819,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9818,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9817,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9816,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9815,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9814,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9813,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9812,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9811,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9810,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9809,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9808,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9807,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9806,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9805,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9804,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9803,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9802,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9801,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9800,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9799,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9798,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9797,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9796,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9795,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9794,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9793,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9792,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9791,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9790,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9789,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9788,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9787,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9786,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9785,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9784,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9783,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9782,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9781,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9780,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9779,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9778,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9777,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9776,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9775,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9774,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9773,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9772,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9771,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9770,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9769,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9768,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9767,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9766,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9765,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9764,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9763,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9762,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9761,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9760,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9759,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9758,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9757,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9756,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9755,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9754,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9753,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9752,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9751,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9750,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9749,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9748,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9747,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9746,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9745,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9744,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9743,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9742,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9741,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9740,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9739,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9738,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9737,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9736,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9735,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9734,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9733,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9732,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9731,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9730,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9729,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9728,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9727,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9726,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9725,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9724,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9723,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9722,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9721,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9720,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9719,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9718,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9717,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9716,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9715,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9714,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9713,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9712,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9711,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9710,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9709,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9708,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9707,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9706,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9705,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9704,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9703,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9702,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9701,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9700,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9699,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9698,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9697,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9696,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9695,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9694,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9693,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9692,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9691,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9690,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9689,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9688,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9687,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9686,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9685,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9684,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9683,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9682,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9681,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9680,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9679,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9678,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9677,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9676,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9675,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9674,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9673,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9672,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9671,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9670,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9669,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9668,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9667,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9666,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9665,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9664,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9663,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9662,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9661,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9660,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9659,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9658,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9657,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9656,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9655,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9654,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9653,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9652,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9651,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9650,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9649,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9648,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9647,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9646,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9645,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9644,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9643,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9642,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9641,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9640,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9639,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9638,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9637,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9636,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9635,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9634,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9633,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9632,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9631,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9630,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9629,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9628,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9627,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9626,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9625,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9624,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9623,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9622,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9621,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9620,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9619,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9618,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9617,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9616,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9615,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9614,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9613,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9612,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9611,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9610,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9609,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9608,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9607,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9606,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9605,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9604,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9603,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9602,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9601,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9600,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9599,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9598,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9597,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9596,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9595,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9594,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9593,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9592,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9591,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9590,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9589,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9588,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9587,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9586,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
9585,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
